"%id","alignment_len","alignment_score","interaction","name","selected","shared interaction","shared name"
"97.96","49","25.0","","zzzzzz4,zzzz297","false","","zzzzzz4,zzzz297"
"97.96","49","25.0","","zzzzzz4,zzzz291","false","","zzzzzz4,zzzz291"
"97.96","49","25.0","","zzzzzz4,zzzz284","false","","zzzzzz4,zzzz284"
"97.96","49","25.0","","zzzzzz4,zzzz261","false","","zzzzzz4,zzzz261"
"97.96","49","25.0","","zzzzzz4,zzzz257","false","","zzzzzz4,zzzz257"
"97.96","49","25.0","","zzzzzz4,zzzz239","false","","zzzzzz4,zzzz239"
"97.96","49","25.0","","zzzzzz4,zzzz194","false","","zzzzzz4,zzzz194"
"97.96","49","25.0","","zzzzzz4,zzzz179","false","","zzzzzz4,zzzz179"
"97.96","49","25.0","","zzzzzz4,zzzz164","false","","zzzzzz4,zzzz164"
"97.96","49","25.0","","zzzzzz4,zzzz149","false","","zzzzzz4,zzzz149"
"97.96","49","25.0","","zzzzzz4,zzzz140","false","","zzzzzz4,zzzz140"
"97.96","49","25.0","","zzzzzz4,zzzz123","false","","zzzzzz4,zzzz123"
"97.96","49","25.0","","zzzzzz4,zzzzzz7","false","","zzzzzz4,zzzzzz7"
"97.96","49","25.0","","zzzzzz4,zzzz680","false","","zzzzzz4,zzzz680"
"97.96","49","25.0","","zzzzzz4,zzzz468","false","","zzzzzz4,zzzz468"
"97.96","49","25.0","","zzzzzz4,zzzz289","false","","zzzzzz4,zzzz289"
"97.96","49","25.0","","zzzzzz4,zzzz255","false","","zzzzzz4,zzzz255"
"97.96","49","25.0","","zzzzzz4,zzzzz91","false","","zzzzzz4,zzzzz91"
"97.96","49","25.0","","zzzzzz4,zzzzz55","false","","zzzzzz4,zzzzz55"
"97.96","49","25.0","","zzzzzz4,zzzzz19","false","","zzzzzz4,zzzzz19"
"97.96","49","25.0","","zzzzzz4,zzzz581","false","","zzzzzz4,zzzz581"
"97.96","49","25.0","","zzzzzz4,zzzz575","false","","zzzzzz4,zzzz575"
"97.96","49","25.0","","zzzzzz4,zzzz567","false","","zzzzzz4,zzzz567"
"97.96","49","25.0","","zzzzzz4,zzzz524","false","","zzzzzz4,zzzz524"
"97.96","49","25.0","","zzzzzz4,zzzz513","false","","zzzzzz4,zzzz513"
"97.96","49","25.0","","zzzzzz4,zzzz421","false","","zzzzzz4,zzzz421"
"97.96","49","25.0","","zzzzzz4,zzzz181","false","","zzzzzz4,zzzz181"
"97.96","49","25.0","","zzzzzz4,zzzz166","false","","zzzzzz4,zzzz166"
"97.96","49","25.0","","zzzzzz4,zzzz735","false","","zzzzzz4,zzzz735"
"97.96","49","25.0","","zzzzzz4,zzzz733","false","","zzzzzz4,zzzz733"
"97.96","49","25.0","","zzzzzz4,zzzz564","false","","zzzzzz4,zzzz564"
"97.96","49","25.0","","zzzzzz4,zzzz563","false","","zzzzzz4,zzzz563"
"97.96","49","25.0","","zzzzzz4,zzzz557","false","","zzzzzz4,zzzz557"
"97.96","49","25.0","","zzzzzz4,zzzz556","false","","zzzzzz4,zzzz556"
"97.96","49","25.0","","zzzzzz4,zzzz555","false","","zzzzzz4,zzzz555"
"97.96","49","25.0","","zzzzzz4,zzzz531","false","","zzzzzz4,zzzz531"
"97.96","49","25.0","","zzzzzz4,zzzz529","false","","zzzzzz4,zzzz529"
"97.96","49","25.0","","zzzzzz4,zzzz429","false","","zzzzzz4,zzzz429"
"97.96","49","25.0","","zzzzzz4,zzzz428","false","","zzzzzz4,zzzz428"
"97.96","49","25.0","","zzzzzz4,zzzz321","false","","zzzzzz4,zzzz321"
"97.96","49","25.0","","zzzzzz4,zzzz320","false","","zzzzzz4,zzzz320"
"97.96","49","25.0","","zzzzzz4,zzzz285","false","","zzzzzz4,zzzz285"
"97.96","49","25.0","","zzzzzz4,zzzz282","false","","zzzzzz4,zzzz282"
"97.96","49","25.0","","zzzzzz4,zzzz192","false","","zzzzzz4,zzzz192"
"97.96","49","25.0","","zzzzzz4,zzzz190","false","","zzzzzz4,zzzz190"
"97.96","49","25.0","","zzzzzz4,zzzz138","false","","zzzzzz4,zzzz138"
"97.96","49","25.0","","zzzzzz4,zzzz137","false","","zzzzzz4,zzzz137"
"97.96","49","25.0","","zzzzzz4,zzzz121","false","","zzzzzz4,zzzz121"
"97.96","49","25.0","","zzzzzz4,zzzzz10","false","","zzzzzz4,zzzzz10"
"100.0","49","26.0","","zzzzzz4,zzzzzz5","false","","zzzzzz4,zzzzzz5"
"84.0","50","22.0","","zzzzzz3,zzzz453","false","","zzzzzz3,zzzz453"
"84.0","50","22.0","","zzzzzz1,zzzz453","false","","zzzzzz1,zzzz453"
"100.0","50","26.0","","zzzzzz1,zzzzzz3","false","","zzzzzz1,zzzzzz3"
"98.08","52","26.0","","zzzzzz0,zzzz337","false","","zzzzzz0,zzzz337"
"98.08","52","26.0","","zzzzzz0,zzzz220","false","","zzzzzz0,zzzz220"
"94.0","50","26.0","","zzzzz99,zzzzz33","false","","zzzzz99,zzzzz33"
"94.0","50","26.0","","zzzzz99,zzzz714","false","","zzzzz99,zzzz714"
"94.0","50","26.0","","zzzzz99,zzzz451","false","","zzzzz99,zzzz451"
"94.0","50","26.0","","zzzzz99,zzzz313","false","","zzzzz99,zzzz313"
"94.0","50","26.0","","zzzzz99,zzzz186","false","","zzzzz99,zzzz186"
"94.0","50","26.0","","zzzzz99,zzzz185","false","","zzzzz99,zzzz185"
"94.0","50","26.0","","zzzzz98,zzzzz33","false","","zzzzz98,zzzzz33"
"94.0","50","26.0","","zzzzz98,zzzz714","false","","zzzzz98,zzzz714"
"94.0","50","26.0","","zzzzz98,zzzz451","false","","zzzzz98,zzzz451"
"94.0","50","26.0","","zzzzz98,zzzz313","false","","zzzzz98,zzzz313"
"94.0","50","26.0","","zzzzz98,zzzz186","false","","zzzzz98,zzzz186"
"94.0","50","26.0","","zzzzz98,zzzz185","false","","zzzzz98,zzzz185"
"100.0","50","26.0","","zzzzz98,zzzzz99","false","","zzzzz98,zzzzz99"
"79.17","48","20.0","","zzzzz97,zzzz458","false","","zzzzz97,zzzz458"
"77.08","48","20.0","","zzzzz97,zzzz455","false","","zzzzz97,zzzz455"
"79.17","48","20.0","","zzzzz97,zzzz110","false","","zzzzz97,zzzz110"
"79.17","48","20.0","","zzzzz97,zzzz671","false","","zzzzz97,zzzz671"
"79.17","48","20.0","","zzzzz97,zzzz672","false","","zzzzz97,zzzz672"
"79.17","48","20.0","","zzzzz97,zzzz673","false","","zzzzz97,zzzz673"
"79.17","48","20.0","","zzzzz97,zzzz112","false","","zzzzz97,zzzz112"
"79.17","48","20.0","","zzzzz97,zzzz456","false","","zzzzz97,zzzz456"
"87.5","48","21.0","","zzzzz97,zzzzz51","false","","zzzzz97,zzzzz51"
"87.5","48","22.0","","zzzzz97,zzzz628","false","","zzzzz97,zzzz628"
"87.5","48","22.0","","zzzzz97,zzzz484","false","","zzzzz97,zzzz484"
"89.58","48","22.0","","zzzzz97,zzzzz46","false","","zzzzz97,zzzzz46"
"89.58","48","22.0","","zzzzz97,zzzz503","false","","zzzzz97,zzzz503"
"89.58","48","22.0","","zzzzz97,zzzz444","false","","zzzzz97,zzzz444"
"89.58","48","22.0","","zzzzz97,zzzz333","false","","zzzzz97,zzzz333"
"89.58","48","22.0","","zzzzz97,zzzz234","false","","zzzzz97,zzzz234"
"89.58","48","22.0","","zzzzz97,zzzz223","false","","zzzzz97,zzzz223"
"89.58","48","22.0","","zzzzz97,zzzz150","false","","zzzzz97,zzzz150"
"91.67","48","22.0","","zzzzz97,zzzz627","false","","zzzzz97,zzzz627"
"89.58","48","22.0","","zzzzz97,zzzz487","false","","zzzzz97,zzzz487"
"91.67","48","22.0","","zzzzz97,zzzzz50","false","","zzzzz97,zzzzz50"
"91.67","48","22.0","","zzzzz97,zzzzz48","false","","zzzzz97,zzzzz48"
"91.67","48","22.0","","zzzzz97,zzzz607","false","","zzzzz97,zzzz607"
"91.67","48","22.0","","zzzzz97,zzzz505","false","","zzzzz97,zzzz505"
"91.67","48","22.0","","zzzzz97,zzzz486","false","","zzzzz97,zzzz486"
"91.67","48","22.0","","zzzzz97,zzzz388","false","","zzzzz97,zzzz388"
"91.67","48","22.0","","zzzzz97,zzzz236","false","","zzzzz97,zzzz236"
"91.67","48","22.0","","zzzzz97,zzzz235","false","","zzzzz97,zzzz235"
"89.58","48","23.0","","zzzzz97,zzzz601","false","","zzzzz97,zzzz601"
"89.58","48","23.0","","zzzzz97,zzzz162","false","","zzzzz97,zzzz162"
"93.75","48","23.0","","zzzzz97,zzzzz49","false","","zzzzz97,zzzzz49"
"93.75","48","23.0","","zzzzz97,zzzz237","false","","zzzzz97,zzzz237"
"77.08","48","20.0","","zzzzz96,zzzz111","false","","zzzzz96,zzzz111"
"79.17","48","20.0","","zzzzz96,zzzz455","false","","zzzzz96,zzzz455"
"81.25","48","20.0","","zzzzz96,zzzzz43","false","","zzzzz96,zzzzz43"
"81.25","48","20.0","","zzzzz96,zzzzz42","false","","zzzzz96,zzzzz42"
"81.25","48","20.0","","zzzzz96,zzzz246","false","","zzzzz96,zzzz246"
"81.25","48","20.0","","zzzzz96,zzzz201","false","","zzzzz96,zzzz201"
"81.25","48","20.0","","zzzzz96,zzzz200","false","","zzzzz96,zzzz200"
"81.25","48","20.0","","zzzzz96,zzzz199","false","","zzzzz96,zzzz199"
"81.25","48","20.0","","zzzzz96,zzzz198","false","","zzzzz96,zzzz198"
"81.25","48","21.0","","zzzzz96,zzzz457","false","","zzzzz96,zzzz457"
"81.25","48","21.0","","zzzzz96,zzzz673","false","","zzzzz96,zzzz673"
"81.25","48","21.0","","zzzzz96,zzzz112","false","","zzzzz96,zzzz112"
"83.33","48","21.0","","zzzzz96,zzzz458","false","","zzzzz96,zzzz458"
"83.33","48","21.0","","zzzzz96,zzzz109","false","","zzzzz96,zzzz109"
"85.42","48","22.0","","zzzzz96,zzzz671","false","","zzzzz96,zzzz671"
"89.58","48","22.0","","zzzzz96,zzzzz97","false","","zzzzz96,zzzzz97"
"89.58","48","22.0","","zzzzz96,zzzzz47","false","","zzzzz96,zzzzz47"
"89.58","48","22.0","","zzzzz96,zzzz630","false","","zzzzz96,zzzz630"
"89.58","48","22.0","","zzzzz96,zzzz626","false","","zzzzz96,zzzz626"
"89.58","48","22.0","","zzzzz96,zzzz608","false","","zzzzz96,zzzz608"
"89.58","48","22.0","","zzzzz96,zzzz602","false","","zzzzz96,zzzz602"
"89.58","48","22.0","","zzzzz96,zzzz504","false","","zzzzz96,zzzz504"
"89.58","48","22.0","","zzzzz96,zzzz483","false","","zzzzz96,zzzz483"
"89.58","48","22.0","","zzzzz96,zzzz445","false","","zzzzz96,zzzz445"
"89.58","48","22.0","","zzzzz96,zzzz332","false","","zzzzz96,zzzz332"
"89.58","48","22.0","","zzzzz96,zzzz233","false","","zzzzz96,zzzz233"
"89.58","48","22.0","","zzzzz96,zzzz224","false","","zzzzz96,zzzz224"
"89.58","48","22.0","","zzzzz96,zzzz163","false","","zzzzz96,zzzz163"
"89.58","48","22.0","","zzzzz96,zzzz151","false","","zzzzz96,zzzz151"
"89.58","48","22.0","","zzzzz96,zzzz107","false","","zzzzz96,zzzz107"
"93.75","48","22.0","","zzzzz96,zzzzz51","false","","zzzzz96,zzzzz51"
"91.67","48","23.0","","zzzzz96,zzzz601","false","","zzzzz96,zzzz601"
"91.67","48","23.0","","zzzzz96,zzzz162","false","","zzzzz96,zzzz162"
"91.67","48","23.0","","zzzzz96,zzzzz46","false","","zzzzz96,zzzzz46"
"91.67","48","23.0","","zzzzz96,zzzz503","false","","zzzzz96,zzzz503"
"91.67","48","23.0","","zzzzz96,zzzz444","false","","zzzzz96,zzzz444"
"91.67","48","23.0","","zzzzz96,zzzz333","false","","zzzzz96,zzzz333"
"91.67","48","23.0","","zzzzz96,zzzz234","false","","zzzzz96,zzzz234"
"91.67","48","23.0","","zzzzz96,zzzz223","false","","zzzzz96,zzzz223"
"91.67","48","23.0","","zzzzz96,zzzz150","false","","zzzzz96,zzzz150"
"95.83","48","24.0","","zzzzz96,zzzz627","false","","zzzzz96,zzzz627"
"93.75","48","24.0","","zzzzz96,zzzz628","false","","zzzzz96,zzzz628"
"93.75","48","24.0","","zzzzz96,zzzz484","false","","zzzzz96,zzzz484"
"95.83","48","24.0","","zzzzz96,zzzzz49","false","","zzzzz96,zzzzz49"
"95.83","48","24.0","","zzzzz96,zzzz237","false","","zzzzz96,zzzz237"
"95.83","48","24.0","","zzzzz96,zzzz487","false","","zzzzz96,zzzz487"
"97.92","48","24.0","","zzzzz96,zzzzz50","false","","zzzzz96,zzzzz50"
"97.92","48","24.0","","zzzzz96,zzzzz48","false","","zzzzz96,zzzzz48"
"97.92","48","24.0","","zzzzz96,zzzz607","false","","zzzzz96,zzzz607"
"97.92","48","24.0","","zzzzz96,zzzz505","false","","zzzzz96,zzzz505"
"97.92","48","24.0","","zzzzz96,zzzz486","false","","zzzzz96,zzzz486"
"97.92","48","24.0","","zzzzz96,zzzz388","false","","zzzzz96,zzzz388"
"97.92","48","24.0","","zzzzz96,zzzz236","false","","zzzzz96,zzzz236"
"97.92","48","24.0","","zzzzz96,zzzz235","false","","zzzzz96,zzzz235"
"95.83","48","24.0","","zzzzz96,zzzz106","false","","zzzzz96,zzzz106"
"85.42","48","22.0","","zzzzz95,zzzz631","false","","zzzzz95,zzzz631"
"97.92","48","24.0","","zzzzz95,zzzz441","false","","zzzzz95,zzzz441"
"89.58","48","22.0","","zzzzz93,zzzz278","false","","zzzzz93,zzzz278"
"89.58","48","22.0","","zzzzz93,zzzz280","false","","zzzzz93,zzzz280"
"95.92","49","24.0","","zzzzz93,zzzzzz7","false","","zzzzz93,zzzzzz7"
"95.92","49","24.0","","zzzzz93,zzzz680","false","","zzzzz93,zzzz680"
